question,tag,answer
আমি আমার Smart Card হারিয়ে ফেলেছি। এক্ষেত্রে ফি দিয়ে কি দ্বিতীয় বারের মত কি ধরনের কার্ড পাব?,nid_fee_09,এক্ষেত্রে নির্বাচন কমিশনের নিয়মানুসারে লেমিনেটেড কার্ড পাবেন।
রি- ইস্যু আবেদনের জন্য কোন ওয়েব সাইটে গিয়ে আবেদন করতে হবে?,nid_reissue_01,রি- ইস্যু আবেদনের জন্য services.nidw.gov.bd সাইটে গিয়ে আবেদন করতে হবে।
রি- ইস্যু আবেদন ফি কিভাবে দিব?,nid_reissue_02,অনুমোদিত মোবাইল ব্যাংকিং সেবা থেকে সরকারী ফি নির্বাচন করুন। এরপর ‘এনআইডি সার্ভিস’ অপশনের মাধ্যমে ফি প্রদান করুন।
রি- ইস্যু সাধারন আবেদন ফি কত?,nid_reissue_03,"রি-ইস্যু সাধারন আবেদন ফি প্রথমবার ২৩০ টাকা, ২য় বার ৩৪৫ টাকা এবং পরবর্তীতে প্রতিবার ৫৭৫ টাকা।"
রি- ইস্যুর সাধারন আবেদন করেছি এখন কার্ডটি আমার আর্জেন্ট লাগবে কিভাবে করতে পারবো?,nid_reissue_04,এক্ষেত্রে উপজেলা/থানা নির্বাচন কর্মকর্তার পরামর্শ গ্রহণ করুন।
রি- ইস্যুর আবেদনের sms এসেছে এখন আমি কার্ড কোথায় থেকে সংগ্রহ করবো?,nid_reissue_05,আপনার একাউন্টে প্রবেশ করুন এবং কার্ডটি ডাউনলোড করুন। প্রয়োজনে উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ                করুন।
রি -ইস্যুর আবেদন অনলাইনে নাকি অফলাইনে করবো?,nid_reissue_06,রি -ইস্যুর আবেদন অনলাইনে করুন।
আমার কাছে এনআইডি কোন কপি বা নাম্বার কিছুই নাই সেক্ষেত্রে রি-ইস্যু আবেদন করতে পারবো কিভাবে?,nid_reissue_07,এক্ষেত্রে উপজেলা/থানা নির্বাচন অফিসের সহায়তা গ্রহণ করুন।
সংশোধনের আবেদন ও রি -ইস্যুর আবেদন কী একই সাথে করা যাবে?,nid_reissue_08,সংশোধনের আবেদন ও রি -ইস্যুর আবেদন একই সাথে করা যায় না।
রি-ইস্যু আবেদন প্রক্রিয়া কাদের জন্য প্রযোজ্য?,nid_reissue_09,"যাদের NID কার্ড হারিয়ে গেছে, নষ্ট হয়েছে এবং ভোটার স্থানান্তর করেছেন তাঁদের জন্য প্রযোজ্য হতে পারে।"
এনাআইডি কার্ডে ধর্মের নাম ভুল আসলে  কি কি কাগজপত্র দিয়ে আবেদন করতে হবে?,nid_correction_online_01,এক্ষেত্রে অনলাইন জন্ম সনদ দিয়ে আবেদন করুন।
আমার এনআইডি কার্ডে Gender এর নাম পরিবর্তন হয়েছে । Male এর জায়গায় Female অথবা Female এর জায়গায় Male হয়েছে। কিভাবে সংশোধন করা যাবে?,nid_correction_online_02,এক্ষেত্রে অনলাইন জন্ম সনদ সংযুক্ত করে আবেদন করুন।
সংশোধনের জন্য ফি দেখাচ্ছে ৩৪৫ টাকা কিন্তু NID তে টাকা জমা দেওয়া হয়েছে ২৩০ টাকা । বাকি টাকা কিভাবে জমা দিতে পারি?,nid_correction_online_03,যে মাধ্যমে পূর্বে টাকা জমা দিয়েছেন সেখান থেকে “অন্যান্য তথ্য সংশোধন” অপশনের অনুকূলে ১১৫ টাকা জমা করুন।
NID কার্ডে বাবা-মায়ের মৃত্যু সাল সংযুক্ত করতে হলে কি কি কাগজপত্র জমা দিতে হবে?,nid_correction_online_04,পিতা-মাতার অনলাইন মৃত্যু সনদ জমা দিতে হবে।
জন্মসাল পরিবর্তন ৫ (পাঁচ) বছরের বেশি হলে কি কি কাগজপত্র দিয়ে আবেদন করতে হবে?,nid_correction_online_05,"জন্মসাল পরিবর্তনের জন্য অনলাইন জন্মসনদ, শিক্ষাগত যোগ্যতার সনদ, পাসপোর্ট (যদি থাকে), ড্রাইভিং লাইসেন্স (যদি থাকে), সিভিল সার্জন অফিস কর্তৃক প্রদেয় রেডিওলজিকাল রিপোর্ট সংযুক্ত করে অনলাইনে সংশোধনের আবেদন করুন।"
তথ্য সংশোধন আবেদন করার পরে কিভাবে আমি আমার আবেদন আপডেটের তথ্য পেতে পারি?,nid_correction_online_06,কলসেন্টার ১০৫ এ কল করে বা SMS এর মাধ্যমে আপডেট তথ্য পেতে পারেন।
"Status সরকারী চাকুরী হতে গৃহিনী হবে, কি কি ডকুমেন্ট লাগবে?",nid_correction_online_07,অনলাইন জন্ম সনদ এবং স্থানীয় জনপ্রতিনিধির প্রত্যয়নপত্র।
ভুলক্রমে পেশা সরকারী চাকুরি হয়ে গেছে। এখন পেশা পরিবর্তন করতে চাই। কিভাবে করবো?,nid_correction_online_08,অনলাইন জন্ম সনদ এবং স্থানীয় জনপ্রতিনিধির প্রত্যয়নসহ অনলাইনে আবেদন করুন।
দ্বৈত নাগরিকদের জন্য এনআইডি করার নির্দিষ্ট কোনো ফরম আছে কি?,nid_dual_citizenship_01,দ্বৈত নাগরিকদের জন্য এনআইডি করার নির্দিষ্ট কোনো ফরম নেই।
"আমি বিদেশে আছি, দূতাবাসের মাধ্যমে কি এনআইডি করা সম্ভব?",nid_dual_citizenship_02,"যে সকল দেশে ভোটার নিবন্ধন কার্যক্রম আরম্ভ হয়েছে , সেখানের দূতাবাসের মাধ্যমে এনআইডি করা সম্ভব।"
আমার সন্তানের জন্ম বিদেশে কিন্তু বাংলাদেশে ভোটার করতে চাই। কিভাবে করব?,nid_dual_citizenship_03,"এক্ষেত্রে অনলাইন জন্ম সনদ, নাগরিকত্ব সনদ, শিক্ষা সনদ ( যদি থাকে) ও অন্যান্য প্রয়োজনীয় ডকুমেন্ট সহ অনলাইনে আবেদন করুন। পরবর্তীতে র্উপজেলা/থানা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক তথ্য প্রদান করুন।"
ভোটার এলাকা স্থানান্তর করতে কত টাকা ফি প্রদান করতে হয়?,nid_voter_area_transfer_01,ভোটার এলাকা স্থানান্তর করতে কোন ফি প্রদান করতে হয়না।
আমি ভোটার এলাকা স্থানান্তর করতে কোন এলাকায় যোগাযোগ করবো?,nid_voter_area_transfer_02,"যে এলাকায় আপনি ভোটার হতে চান, সেই এলাকার উপজেলা/ থানা নির্বাচন অফিসে যোগাযোগ করুন।"
ভোটার এলাকা স্থানান্তরের ফরম নম্বর কত?,nid_voter_area_transfer_03,ভোটার এলাকা স্থানান্তরের ফরম নম্বর হলো ১৩।
ভোটার এলাকা স্থানান্তরের ১৩ নম্বর ফরম কি অনলাইনে পাওয়া যায় নাকি উপজেলা নির্বাচন অফিস থেকে সংগ্রহ করতে হবে?,nid_voter_area_transfer_04,আপনি অনলাইন থেকে ফরম ডাউনলোড করতে পারবেন এবং উপজেলা/ থানা নির্বাচন অফিস থেকেও সংগ্রহ করতে পারবেন।
আমি ভোটার এলাকা স্থানান্তর করতে চাই। আমার নামের কিছু আংশিক পরিবর্তন করতে হবে। আমি কি একসাথে আবেদন করতে পারব?,nid_voter_area_transfer_05,সংশোধন ও স্থানান্তর  আবেদন একসঙ্গে করা যায় না।
আমি স্থায়ী ঠিকানায় ভোটার। আমি ভোটার স্থানান্তর করলে কি স্থায়ী ঠিকানা পরিবর্তন হয়ে যাবে?,nid_voter_area_transfer_06,এক্ষেত্রে আপনার স্থায়ী ঠিকানা পরিবর্তন হবে না।
আমি পূর্বে স্মার্ট কার্ড পেয়েছিলাম। আমি ঠিকানা পরিবর্তন করেছি। আমি কি পূনরায় স্মার্ট কার্ড পাবো?,nid_voter_area_transfer_07,নির্বাচন কমিশন এর নিয়মানুসারে ২য় বার স্মার্ট কার্ড পাওয়ার সুযোগ নেই। তবে প্রয়োজন অনুসারে লেমিনেটেড কার্ড সংগ্রহ করতে পারবেন।
ভোটার স্থানান্তরের আবদেন কতবার করা যায়?,nid_address_update_01,আবেদনের সুনির্দিষ্ট সংখ্যা নেই। তবে প্রয়োজনের ভিতিত্তে আবেদন করতে পারবেন ।
"পিতা-মাতার অনেক আগে তালাক হয়েছে, ব্যক্তির এনআইডি তে ২য় পিতার নাম দেওয়া রয়েছে। এখন ব্যক্তি তার বায়োলজিক্যাল পিতার ঠিকানায় স্থায়ী ঠিকানা হিসেবে পরিবর্তন করতে চায়। কি করনীয়?",nid_address_update_02,সর্বপ্রথম এনআইডিতে পিতার নাম সংশোধনের ব্যবস্থা গ্রহণ করতে হবে। অতঃপর পিতার নামীয় দলিলাদি ব্যবহার করে ঠিকানা পরির্বতন করা যাবে।
"ভোটার স্থানান্তরের আবেদন অনুমোদন হয়েছে। নতুন ঠিকানা সম্বলিত কার্ড রি-ইস্যু এর জন্য আবেদন করতে গিয়ে দেখা যায় স্থায়ী ঠিকানায় উপজেলা এবং ইউনিয়ন উল্লেখ নেই, কি করনীয়?",nid_address_update_03,উপজেলা/ থানা নির্বাচন অফিস হতে তথ্য সম্পূর্ণের জন্য আবেদন করুন।
"ব্যক্তি ঢাকায় ভোটার হয়েছেন। ভোটার স্থানান্তরের মাধ্যমে বর্তমান ঠিকানা যশোরে স্থানান্তরিত হয়েছে। স্থায়ী ঠিকানা পরিবর্তনের ক্ষেত্রে কোন দলিলাদি নেই, কি করনীয়?",nid_address_update_04,এক্ষেত্রে উপজেলা/ থানা নির্বাচন কর্মকর্তার পরামর্শ গ্রহণ করুন।
১ম স্বামী মারা যাওয়ায় ২য় স্বামীর বাড়ীর ঠিকানায় ভোটার স্থানান্তর করতে কি কি কাগজপত্র লাগবে।,nid_address_update_05,স্থানীয় জনপ্রতিনিধি  কর্তৃক প্রদেয় প্রত্যয়ন বা নাগরিকত্ব সনদ এবং যেকোন ইউটিলিটি বিলের কপি যুক্ত করে আবেদন করুন।
স্থায়ী ঠিকানায় বাড়ির নম্বর না থাকলে কিভাবে লেখা উচিৎ?,nid_address_update_06,উক্ত স্থানে ‘-’ চিহ্নিত করে আবেদন করতে হবে।
"ঠিকানা ভুলের কারনে যদি এনআইডি কার্ডে ভোটার এরিয়া ভুল আসে, তখন কি করনীয়?",nid_address_update_07,এক্ষেত্রে ঠিকানা সংশোধন করুন।
এনআইডি সার্ভারে স্থায়ী ঠিকানা আপডেট হতে কত সময় লাগে?,nid_address_update_08,সাধারণত ৩০ কার্যদিবস সময় লাগে।
পিতা-মাতা কেউ নেই। এতিমখানায় বড় হয়েছে। সেক্ষেত্রে এনআইডি করতে কোন ঠিকানা দিবো?,nid_address_update_09,এনআইডি করতে বর্তমান ঠিকানা ব্যবহার করুন বা বসবাসের স্থান উল্লেখ করুন।
প্রবাসী অবস্থানকালীন বর্তমান ঠিকানা কিভাবে উল্লেখ হবে?,nid_address_update_10,জন্মসনদে উল্লেখিত “বর্তমান ঠিকানা” উল্লেখ করুন।
স্থায়ী ঠিকানার পোষ্ট অফিসের নাম ভুল এসেছে কিন্তু পোষ্টকোড নম্বর সঠিক রয়েছে। সেক্ষেত্রে কি করনীয়?,nid_address_update_11,অনলাইনে পোষ্ট অফিস সংশোধনের জন্য আবেদন করুন।
ঠিকানা পরিবর্তনের আবেদন করলে ভোটার তালিকায় কি পরিবর্তন আসে?,nid_address_update_12,ঠিকানা পরিবর্তন করলে পরিবর্তিত ভোটার এলাকায় নাম সংযোজন হয়।
স্থায়ী ঠিকানা সংশোধনের আবেদন প্রত্যাখান হলে কি করনীয়?,nid_address_update_13,প্রয়োজনীয় দলিলাদিসহ পুনরায় আবেদন করুন।
ফিংগারপ্রিন্ট একেবারেই নেই। করনীয় কি?,nid_afis_01,"জাতীয় পরিচয়পত্র অনুবিভাগের মহাপরিচালক বরাবর আবেদনপত্রে সংশ্লিষ্ট উপজেলা নির্বাচন অফিসার কর্তৃক সুপারিশসহ ইটিআই ভবন, ঢাকা ১০৪ নং কক্ষে স্বশরীরে উপস্থিত হয়ে NOC এর জন্য আবেদন করুন।"
হাত নেই। নতুন ভোটার হত চাই। করনীয় কি?,nid_afis_02,প্রথমে অনলাইনে আবেদন করুন। পরবর্তীতে প্রয়োজনীয় দলিলাদিসহ উপজেলা/থানা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক  প্রদান করুন।
একটা/দুইটা চোখ নাই । নতুন ভোটার হত চাই। করনীয় কি?,nid_afis_03,প্রথমে অনলাইনে আবেদন করুন। পরবর্তীতে প্রয়োজনীয় দলিলাদিসহ উপজেলা/থানা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক প্রদান করুন।
সিম কিনতে পারছিনা। কারন ফিংগারপ্রিন্ট একেবারেই নেই। করনীয় কি?,nid_afis_04,সংশ্লিষ্ট উপজেলা নির্বাচন অফিসে গিয়ে ফিঙ্গারপ্রিন্ট আপডেটের জন্য আবেদন করুন। আপডেটের পরেও সমাধান না        হলে নির্বাচন কমিশন সচিবালয় থেকে NOC সংগ্রহ করুন।
ভোট দিতে কি স্মার্ট কার্ডের প্রয়োজন হয়?,nid_misc_01,ভোট দিতে সাধারনত স্মার্ট কার্ডের প্রয়োজন হয় না।
অনলাইন ছাড়া আর কিভাবে আবেদন করা যেতে পারে?,nid_misc_02,উপজেলা বা থানা নির্বাচন অফিসে সরাসরি আবেদন করা করুন।
এনআইডি নম্বর কি পরিবর্তন করা যায়?,nid_misc_03,এনআইডি নম্বর পরিবর্তন করা যায় না।
জীবিত ব্যক্তির এনআইডিতে মৃত স্ট্যটাস থাকলে করনীয় কি?,nid_misc_04,জাতীয় পরিচয়পত্র অনুবিভাগেরমহাপরিচালক মহোদয় বরাবর অনলাইন জন্মসনদ ও নাগরিকত্ব সনদ সহ সংশ্লিষ্ট উপজেলা নির্বাচন অফিসারের মাধ্যমে স্ট্যাটাস পরিবর্তনের আবেদন করুন।
মৃত ব্যক্তির তথ্য কিভাবে সংগ্রহ করতে পারি?,nid_misc_05,উপজেলা/থানা নির্বাচন অফিসারের মাধ্যমে জাতীয় পরিচয় নিবন্ধন অনুবিভাগের মহাপরিচালক বরাবর আবেদন করুন।
এনআইডি কার্ড বাতিল করা যাবে কি না?,nid_misc_06,সাধারনত এনআইডি কার্ড বাতিল করা যায় না।
আমি এতিমখানায় বড় হয়েছি। আমার পিতা-মাতার পরিচয় নেই। আমি কি ভোটার হতে পারবো?,nid_misc_07,আপনি ভোটার হতে পারবেন। এক্ষেত্রে পিতা ও মাতার নামের স্থলে “অপ্রাপ্য” উল্লেখ করুন।
জাতীয় পরিচয়পত্র সংশোধন আবেদন কোন কোন ক্যাটাগরিতে বিভাজন করা হয়?,nid_correction_categories_01,"সংশোধনের জন্য দাখিলকৃত আবেদনসমূহ ক, ক-১, খ, খ-১, গ, গ-১ এবং ঘ ক্যাটাগরিতে বিভাজন করা হয়।"
‘ক’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_01,‘ক’ ক্যাটাগরির আবেদন উপজেলা/থানা নির্বাচন কর্মকর্তা নিষ্পত্তি করেন।
‘ক-১’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_02,‘ক-১’ ক্যাটাগরির আবেদন সহকারী উপজেলা নির্বাচন কর্মকর্তা নিষ্পত্তি করেন ।
‘খ’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_03,‘খ’ ক্যাটাগরির আবেদন সিনিয়র জেলা নির্বাচন কর্মকর্তা/জেলা নির্বাচন কর্মকর্তা নিষ্পত্তি করেন ।
‘খ-১’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_04,‘খ-১’ ক্যাটাগরির আবেদন অতিরিক্ত জেলা নির্বাচন কর্মকর্তা নিষ্পত্তি করেন।
‘গ’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_05,‘গ’ ক্যাটাগরির আবেদন আঞ্চলিক নির্বাচন কর্মকর্তা নিষ্পত্তি করেন ।
‘গ-১’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_06,‘গ-১’ ক্যাটাগরির আবেদন অতিরিক্ত আঞ্চলিক নির্বাচন কর্মকর্তা নিষ্পত্তি করেন ।
‘ঘ’ ক্যাটাগরির আবেদন কে নিষ্পত্তি করেন?,nid_correction_category_approver_07,‘ঘ’ ক্যাটাগরির আবেদন জাতীয় পরিচয় নিবন্ধন অনুবিভাগের মহাপরিচালক নিষ্পত্তি করেন ।
ধর্মান্তরের কারণে ধর্ম পরিবর্তন করতে কি কি দলিলাদি প্রয়োজন?,nid_religion_change_documents_01,এক্ষেত্রে প্রয়োজনীয় দলিলাদি হলো- (১) জুডিশিয়াল ম্যাজিস্ট্রেটের সম্মুখে সম্পাদিত হলফনামা। (২) মেয়র/চেয়ারম্যান কর্তৃক প্রদত্ত প্রত্যয়নপত্র। (৩) শিক্ষাসনদ থাকলে তা ৩ মাসের মধ্যে সংশোধনের অঙ্গিকারনামা। (৪) রেজিস্ট্রার্ড কাজী কর্তৃক প্রদত্ত কাবিননামা (প্রযোজ্য ক্ষেত্রে)।
জাতীয় পরিচয়পত্রের মেয়াদ ইস্যুর তারিখ থেকে কতদিন পর্যন্ত বৈধ থাকে?,nid_card_validity_period_01,জাতীয় পরিচয়পত্রের মেয়াদ ইস্যুর তারিখ থেকে ১৫ বছর পর্যন্ত বৈধ থাকে।
জাতীয় পরিচয়পত্রের বৈধতার মেয়াদ শেষ হওয়ার কতদিন পূর্বে পূনঃনিবন্ধের আবেদন করতে হয়?,nid_reregistration_timing_01,মেয়াদোত্তীর্ণ হওয়ার কমপক্ষে ৬ মাস পূর্বে পূনঃনিবন্ধের আবেদন করতে হয়।
মেয়াদোত্তীর্ণ জাতীয় পরিচয়পত্র পূনঃনিবন্ধন ফি কত টাকা?,nid_reregistration_fee_01,মেয়াদোত্তীর্ণ জাতীয় পরিচয়পত্রের পূনঃনিবন্ধন ফি ১১৫ টাকা।
কোন কোন মোবাইল ব্যাংকিং এর মাধ্যমে “জাতীয় পরিচয়পত্র সেবা ফি” পরিশোধ করা যায়?,nid_fee_payment_channels_01,"বিকাশ, নগদ, রকেট, উপায়, টেলিটক মোবাইল ব্যাংকিং এর মাধ্যমে “জাতীয় পরিচয়পত্র সেবা ফি” পরিশোধ করা যায়।"
কোন আবেদন নামঞ্জুর হলে তা কতদিনের মধ্যে ব্যক্তিকে অবহিত করতে হবে?,nid_application_rejection_notice_time_01,৪৫ কার্যদিবসের মধ্যে অবহিত করতে হবে।
জাতীয় পরিচয়পত্র সংক্রান্ত কোন আপিল প্রাপ্তির কত দিনের মধ্যে তা নিষ্পত্তি করতে হবে?,nid_appeal_disposal_time_01,৬০ কার্যদিবসের মধ্যে তা নিষ্পত্তি করতে হবে।
জাতীয় পরিচয়পত্র সংক্রান্ত অনলাইন বা অফলাইন আবেদন ও সংযুক্ত দলিলাদি যাচাইয়ান্তে মঞ্জুর বা না-মঞ্জুর করার সময়সীমা কত দিন?,nid_application_verification_time_01,৩০ দিন।
কোন ব্যক্তি বা প্রতিষ্ঠান কর্তৃক জাতীয় পরিচয়পত্রের তথ্য-উপাত্ত সরবরাহের আবেদন ফি কত?,nid_data_supply_fee_01,"তথ্য-উপাত্ত সরবরাহ ফি দুইশত টাকা এবং ভ্যাট ৩০ টাকা, মোট ২৩০ টাকা।"
রি-ইস্যু আবেদন কোন কোন কর্মকর্তা নিষ্পত্তি করেন?,nid_reissue_approvers_01,উপজেলা/থানা নির্বাচন কর্মকর্তা এবং সহকারী উপজেলা/থানা নির্বাচন কর্মকর্তা রি-ইস্যু আবেদন নিষ্পত্তি করেন।
আঙ্গুলের ছাপ প্রদান করেছি আপডেট হয়েছে কি না?,nid_biometric_update_status_01,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।"
"আঙ্গুলের ছাপ প্রদান করেছিলাম, অনুমোদন হয়েছে কি না?",nid_biometric_update_status_02,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।"
"বায়োমেট্রিক স্ট্যাটাস ‘Add pending’ ছিল, আপডেট হয়েছে কি না?",nid_biometric_update_status_03,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।"
"জাতীয় পরিচয়পত্র থাকা সত্ত্বেও আঙ্গুলের ছাপ না মেলার কারণে মোবাইল সিম কিনতে পাচ্ছি না, করণীয় কি?",nid_fingerprint_mismatch_sim_issue_01,এক্ষেত্রে জাতীয় তথ্য ভাণ্ডারে আপনার আঙ্গুলের ছাপ আপডেট করুন।
"জাতীয় তথ্য ভাণ্ডারে আঙ্গুলের ছাপ আপডেট করেছি তবুও কাজ হচ্ছে না, কি করণীয়?",nid_biometric_update_not_working_01,এক্ষেত্রে জাতীয় পরিচয় নিবন্ধন অনুবিভাগ থেকে ‘NOC’ সংগ্রহ করুন।
"আমার আঙ্গুলের ছাপ নাই, সিম কিনতে পারছি না, করণীয় কি?",nid_missing_fingerprint_sim_issue_01,এক্ষেত্রে জাতীয় পরিচয় নিবন্ধন অনুবিভাগ থেকে ‘NOC’ সংগ্রহ করুন।
"আমার আঙ্গুল নাই, ট্যাক্স জমা দিতে পারছি না, করণীয় কি?",nid_missing_finger_tax_issue_01,এক্ষেত্রে জাতীয় পরিচয় নিবন্ধন অনুবিভাগ থেকে ‘NOC’ সংগ্রহ করুন।
আমার এনআইডি’র বিপরীতে যে সেবা ফি পরিশোধ করেছি তা কি ব্যবহৃত হয়েছে?,nid_fee_usage_status_01,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।"
"আমি ভুল করে অন্যের এনআইডি’র বিপরীতে যে সেবা ফি পরিশোধ করেছি, রিফান্ডের ব্যবস্থা আছে কি?",nid_fee_wrong_nid_refund_01,এক্ষেত্রে ভুল নম্বরে প্রেরিত ফি রিফান্ডের ব্যবস্থা নেই।
"সংশোধনের আবেদন করেছি দীর্ঘদিন হয়েছে, এখন আমার কাছ থেকে উপজেলা অফিস ঘুষ চাচ্ছে। কি করণীয়?",nid_bribery_complaint_01,ঘুষ দেওয়া এবং নেওয়া উভয়ই আইনত দণ্ডনীয় অপরাধ। এ বিষয়ে অভিযোগ দাখিলের জন্য  জাতীয় পরিচয় নিবন্ধন অনুবিভাগের মহাপরিচালক/জেলা নির্বাচন অফিসার/উপজেলা নির্বাচন অফিসার বরাবর বরাবর লিখিত অভিযোগ পত্র জমা দিন।
"আমি বিদেশে থাকি, জাতীয় নির্বাচনে কীভাবে ভোট দিবো?",nid_postal_vote_abroad_01,বিদেশে অবস্থানরত বাংলাদেশী ভোটারগণ Postal Vote BD অ্যাপে রেজিস্ট্রেশন করে নিয়মানুসারে পোস্টাল ভোট দিতে পারবেন।
NID কার্ড ছাড়া কি ভোট দিতে পারবো?,nid_vote_without_card_01,শুধুমাত্র ভোটার নম্বর থাকলেই আপনি ভোট দিতে পারবেন। NID নম্বর বা কার্ডের প্রয়োজন নেই।
"আমার ভোট কেন্দ্র অনেক দূরে, আমি কি আমার বাড়ির পাশের কেন্দ্রে ভোট দিতে পারবো?",nid_vote_center_change_01,নির্দিষ্ট কেন্দ্র ছাড়া কোনো ভোটার অন্য কেন্দ্রে ভোট দিতে পারবেন না।
আমার স্মার্ট কার্ড প্রিন্ট হয়েছে কি?,nid_smart_card_print_status_01,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।"
প্রবাসীদের এনআইডি আবেদন করতে কি শুধু বাংলাদেশী মোবাইল নম্বর লাগবে?,nid_probashi_registration_01,দেশের ও প্রবাসের উভয় মোবাইল নম্বর প্রয়োজন।
নতুন এনআইডি কার্ডের আবেদন ফরম পূরন করার সময় ভুল তথ্য সাবমিট করে ফেলেছি করণীয় কি?,nid_probashi_registration_02,এক্ষেত্রে বায়োমেট্রিক প্রদানের সময় সংশ্লিষ্ট অফিস হতে সংশোধন করুন।
আবেদন ফরম পূরণ করার সময় আমার ডাকঘরটি খুঁজে পাইনি এক্ষেত্রে করনীয় কি?,nid_probashi_registration_03,আপনার নিকটস্থ ডাকঘরটি নির্বাচন করুন এবং বায়োমেট্রিক  প্রদানের সময় সঠিক ডাকঘর নির্বাচন করুন।
কত বছর বয়স হলে জাতীয় পরিচয়পত্রের আবেদন করতে পারবো?,nid_probashi_registration_04,১৮ বছর বয়স হলে জাতীয় পরিচয়পত্রের আবেদন করতে পারবেন।
নতুন এনআইডি কার্ডের আবেদন ফরম পূরন করার সময় কোনো ডকুমেন্টস আপলোড করতে হবে কি?,nid_probashi_registration_05,নতুন নিবন্ধনের আবেদন ফরম পূরন করার সময় কোন ডকুমেন্টস আপলোড করার প্রয়োজন নেই।
বায়োমেট্রিক প্রদানের জন্য অ্যাপয়েন্টমেন্ট কিভাবে নিবো?,nid_probashi_registration_06,"আবেদন সাবমিট করার পর এর নিচের অংশে অ্যাপয়েন্টমেন্ট অপশনটি থাকে, সেখান থেকে নির্দিষ্ট দিন ও সময় অনুযায়ী অ্যাপোয়েন্টমেন্ট নিন।"
প্রবাসীদের এনআইডি এর জন্য ফিঙ্গারপ্রিন্ট কিভাবে দিবো?,nid_probashi_registration_07,আবেদন করার পর বাংলাদেশ মিশন / দূতাবাস / কনস্যুলেট অফিসে গিয়ে বায়োমেট্রিক প্রদান করুন।
প্রবাসীরা কি ভোটার লিস্টে অন্তর্ভুক্ত হবেন?,nid_probashi_voter_list_01,NID নিবন্ধনের পর সকল তথ্য যাচাই সম্পাদিত হলে একজন প্রবাসী এনআইডি প্রাপ্ত হবেন। পরবর্তীতে নির্ধারিত শর্ত সাপেক্ষে প্রবাসীগণ এলাকা ভিত্তিক ভোটার তালিকায় অন্তর্ভুক্ত হবেন।
বৈবাহিক সূত্রে আবদ্ধ বিদেশী নাগরিক কি বাংলাদেশী এনআইডি আবেদন করতে পারবে?,nid_probashi_eligibility_01,নির্ধারিত শর্তাবলী পূরণ সাপেক্ষে বৈবাহিক সূত্রে আবদ্ধ বিদেশী নাগরিক বাংলাদেশী এনআইডি আবেদন করতে পারবেন।
প্রবাসী ভোটার নিবন্ধনের সময় কি প্রবাসীদের বর্তমান ঠিকানা দেওয়া লাগবে?,nid_probashi_address_requirement_01,প্রবাসী হিসেবে আবেদন করতে গেলে আপনাকে প্রবাসে অবস্থানরত দেশের বর্তমান ঠিকানা প্রদান করতে হবে ।
বর্তমানে কোন কোন দেশে NID কার্যক্রম চালু আছে?,nid_probashi_service_countries_01,"বর্তমানে সংযুক্ত আরব আমিরাত, সৌদি আরব,যুক্তরাজ্য,ইতালি,কুয়েত,কাতার,মালয়েশিয়া,অস্ট্রেলিয়া,কানাডা,জাপান, আমেরিকা, মালদ্বীপ, ওমান,  ও দ.আফ্রিকায় NID কার্যক্রম চালু রয়েছে।"
আমি প্রবাসে ভোটার হয়েছি। এনআইডি নম্বরও পেয়েছি। এখন স্মার্ট কার্ড পেতে কতদিন লাগবে?,nid_probashi_smart_card_01,স্মার্ট কার্ড প্রাপ্তির সুনির্দিষ্ট কোন সময়সীমা নেই।
